4000,723818,-50.8,-50.9,-50.0,-4.62914082754,-15.4726,-0.751001304867,-0.749848731292,181,1.54097e-06,1.88836e-07,3.53328e-05,0.0
4100,741918,-50.7,-50.8,-50.0,-4.71094257397,-15.7701,-0.752509553613,-0.748857163513,179,1,1,1.6359e-06,2.29317e-07,3.67879e-05,0.0
4200,760018,-50.6,-50.6,-51.0,-4.93298537428,-16.7128,-0.75071750715,-0.749890094579,180,1,1.56355e-06,1.93928e-07,5.03061e-05,0.0
4300,778118,-50.3,-50.3,-50.2,-4.78867318485,-16.0754,-0.751494525412,-0.749652472437,180,1,9.92416e-07,1.14742e-07,2.76173e-05,0.0
4400,796218,-50.8,-51.4,-50.5,-4.99239740319,-16.8883,-0.751744101241,-0.748023202175,181,4.72989e-06,4.76163e-07,0.000142454,0.0
4500,814318,-50.3,-50.6,-50.0,-4.89299703566,-16.5443,-0.751107567803,-0.749995929729,181,1.18064e-06,1.55348e-07,3.69322e-05,0.0
4600,832418,-51.3,-50.8,-50.4,-4.84321227522,-16.3208,-0.752485141508,-0.749157406163,180,1,1.58074e-06,2.45456e-07,4.89532e-05,0.0
4700,850518,-50.6,-50.4,-50.1,-4.91109926529,-16.6085,-0.751227940101,-0.750007975063,180,1,6.64743e-07,9.2417e-08,1.87008e-05,0.0
4800,868618,-50.6,-50.2,-48.7,-4.77228458679,-16.0446,-0.751578021764,-0.749630224243,179,2,2.1007e-06,1.91371e-07,4.72343e-05,0.0
4900,886718,-51.0,-51.1,-52.0,-4.7516854165,-15.9887,-0.749700289894,-0.749107739942,180,1,1.69044e-06,1.85186e-07,6.99846e-05,0.0
5000,904818,-50.4,-50.5,-50.2,-4.78202570077,-16.1151,-0.751043185324,-0.747998914452,179,1,1,3.50664e-06,3.19047e-07,6.21817e-05,0.0
5100,922918,-50.9,-50.7,-52.9,-4.70869334627,-15.7783,-0.750790575339,-0.749650030681,178,2,1,1.38261e-06,1.63805e-07,4.02321e-05,0.0
5200,941018,-51.0,-50.6,-51.2,-4.727066098,-15.8805,-0.752064625882,-0.750376971556,180,1,9.43167e-07,1.05054e-07,2.58368e-05,0.0
5300,959118,-51.0,-51.3,-51.1,-4.81458307762,-16.2448,-0.7513492028,-0.750360778454,179,1,1,3.62542e-07,5.29024e-08,1.17581e-05,0.0
5400,977218,-50.7,-50.8,-51.4,-4.67430924579,-15.6735,-0.751046168675,-0.74807431025,178,1,1,1,3.12556e-06,2.94352e-07,7.37497e-05,0.0
5500,995318,-50.4,-50.3,-50.1,-4.69194498642,-15.724,-0.750542547523,-0.750116520102,179,2,7.34497e-07,9.39277e-08,2.14153e-05,0.0
5600,1013418,-50.6,-51.2,-51.3,-4.70818160252,-15.7982,-0.751496263615,-0.749099589763,178,2,1,1.32889e-06,1.41834e-07,5.37782e-05,0.0
5700,1031518,-51.4,-52.2,-51.5,-4.74048342099,-15.9007,-0.750636206806,-0.747436391606,180,1,2.2905e-06,3.39209e-07,5.32853e-05,0.0
5800,1049618,-50.5,-50.8,-49.7,-4.66418792661,-15.6329,-0.75132106029,-0.750760140512,177,2,1,1,2.65486e-07,3.5632e-08,5.75026e-06,0.0
5900,1067718,-50.8,-50.6,-51.4,-4.7630146406,-16.0127,-0.750843166842,-0.749523424576,180,1,1.25493e-06,1.0197e-07,3.41413e-05,0.0
6000,1085818,-50.6,-50.8,-50.6,-4.81851841205,-16.2618,-0.751521784267,-0.750111538687,180,1,9.16437e-07,1.21013e-07,2.19879e-05,0.0
6100,1103918,-50.5,-50.9,-51.2,-4.69626834511,-15.723,-0.751966998984,-0.749175360565,177,1,1,1,1,1.97808e-06,1.44728e-07,7.78395e-05,0.0
6200,1122018,-50.5,-50.5,-51.1,-4.77640564007,-16.073,-0.751548100793,-0.750362506956,181,3.7643e-07,4.14859e-08,1.09584e-05,0.0
6300,1140118,-50.8,-50.7,-52.0,-4.79113395965,-16.1141,-0.750633892938,-0.75006238016,180,1,6.0102e-07,5.7977e-08,1.74327e-05,0.0
6400,1158218,-51.1,-50.6,-52.2,-4.7375639868,-15.8819,-0.749680545768,-0.749300281278,179,2,1.19203e-06,1.09124e-07,5.57552e-05,0.0
6500,1176318,-50.8,-50.4,-50.9,-4.71239485135,-15.8205,-0.750877270918,-0.749175708129,181,1.01324e-06,1.22826e-07,2.93858e-05,0.0
6600,1194418,-50.7,-50.5,-50.2,-4.67893015614,-15.6947,-0.751262616263,-0.749649665793,179,1,1,5.15657e-07,6.24426e-08,1.6509e-05,0.0
6700,1212518,-50.8,-51.2,-51.3,-4.68839354541,-15.7029,-0.750286675774,-0.750227953673,180,1,6.21198e-07,6.76925e-08,1.93069e-05,0.0
6800,1230618,-50.6,-50.2,-49.4,-4.64029613516,-15.5029,-0.753009785286,-0.748462220595,180,1,7.2311e-07,7.22332e-08,1.97363e-05,0.0
6900,1248718,-51.9,-53.0,-50.2,-4.75415581234,-15.9213,-0.752829882193,-0.74802975947,180,1,1.26092e-06,1.40328e-07,2.22938e-05,0.0
7000,1266818,-50.4,-50.2,-48.4,-4.62821652217,-15.4359,-0.75220348775,-0.750411544043,178,1,2,3.49515e-07,3.44814e-08,1.01751e-05,0.0
7100,1284918,-51.0,-51.2,-53.0,-4.78004037741,-16.0742,-0.751479115085,-0.750629515067,181,2.05634e-07,2.27612e-08,4.55518e-06,0.0
7200,1303018,-50.6,-50.8,-48.9,-4.80999855442,-16.1873,-0.752108609432,-0.749924164124,180,1,4.81312e-07,5.96643e-08,1.76847e-05,0.0
7300,1321118,-50.5,-50.8,-47.3,-4.76286495588,-15.9915,-0.75069781045,-0.749496160924,178,2,1,6.47711e-07,6.77649e-08,2.0201e-05,0.0
7400,1339218,-50.9,-50.8,-51.6,-4.87992933178,-16.4739,-0.752841669428,-0.746994029972,180,1,8.12949e-07,1.02256e-07,2.00019e-05,0.0
7500,1357318,-50.7,-50.5,-49.6,-4.70475555125,-15.758,-0.751131797796,-0.750045701734,178,1,1,1,6.40329e-07,7.29889e-08,1.89556e-05,0.0
7600,1375418,-50.7,-50.6,-51.1,-4.73949311188,-15.8984,-0.751873928416,-0.750200210516,180,1,2.71921e-07,3.01073e-08,7.69179e-06,0.0
7700,1393518,-51.0,-51.1,-51.8,-4.81507098477,-16.1962,-0.751502779953,-0.750098397301,180,1,3.798e-07,4.7234e-08,1.00135e-05,0.0
7800,1411618,-51.8,-52.4,-49.8,-4.5614663593,-15.1857,-0.751830328595,-0.749199943301,180,1,3.82637e-07,5.08748e-08,8.34846e-06,0.0
7900,1429718,-50.6,-50.8,-50.7,-4.77239867995,-16.0438,-0.751176330058,-0.750853904132,181,1.75695e-07,1.99819e-08,4.62121e-06,0.0
8000,1447818,-50.9,-50.7,-49.9,-4.71500095873,-15.8189,-0.752009301904,-0.746116276892,181,1.04928e-06,9.49567e-08,2.49001e-05,0.0
8100,1465918,-50.8,-50.9,-51.2,-4.73933778415,-15.9046,-0.751334627962,-0.750701846419,178,2,1,1.31291e-07,1.70619e-08,3.85618e-06,0.0
8200,1484018,-51.2,-50.1,-46.3,-4.59359166899,-15.3331,-0.750989311081,-0.749220918795,171,1,8,1,6.44009e-07,8.88369e-08,2.25844e-05,1.1781e-10
8300,1502118,-49.3,-47.0,-46.9,-4.44537742889,-14.7586,-0.750535177718,-0.748540671972,151,30,2.28131e-07,4.19274e-08,6.48842e-06,3.04041e-11
8400,1520218,-46.3,-44.8,-43.8,-4.35727194264,-14.3854,-0.751799437783,-0.748388983855,125,54,1,1,2.78341e-07,5.75129e-08,6.76332e-06,5.55782e-11
8500,1538318,-43.9,-43.9,-41.1,-4.21660014411,-13.8149,-0.750460887513,-0.749298327896,140,1,39,1,3.44309e-07,5.03446e-08,8.24667e-06,1.25215e-10
8600,1556418,-44.5,-44.1,-45.3,-4.21572874396,-13.8369,-0.749489417706,-0.748447952275,134,1,45,1,5.6163e-07,7.88357e-08,1.94807e-05,8.65017e-11
8700,1574518,-43.7,-43.8,-44.1,-4.06356723532,-13.187,-0.751312222764,-0.748281857639,121,58,1,1,5.45026e-07,7.82899e-08,1.27653e-05,1.27383e-10
8800,1592618,-43.2,-42.6,-41.5,-4.10876995951,-13.383,-0.750123139836,-0.748508183782,41,51,88,1,3.69801e-07,4.47888e-08,1.04103e-05,4.69457e-11
8900,1610718,-42.3,-42.1,-46.5,-4.06269368019,-13.1963,-0.752207432781,-0.746080242869,61,68,51,1,2.80635e-07,4.53956e-08,9.28581e-06,7.95833e-11
9000,1628818,-42.0,-43.3,-39.8,-3.95487009228,-12.7893,-0.749351300567,-0.746679562249,127,6,46,2,2.25622e-07,4.23288e-08,5.60057e-06,4.31158e-11
9100,1646918,-40.8,-39.8,-40.3,-3.92002788565,-12.6311,-0.755324037658,-0.748314781482,104,24,53,3.63209e-07,4.60056e-08,2.82831e-05,6.00016e-11
9200,1665018,-39.3,-39.7,-41.0,-3.87399320971,-12.4394,-0.750591811765,-0.748236549372,94,21,66,4.83739e-07,7.05846e-08,1.89029e-05,1.83554e-10
9300,1683118,-38.9,-38.8,-40.3,-3.8603768375,-12.4036,-0.748366342302,-0.743496006771,47,37,87,2,7,1,9.31079e-07,1.31848e-07,3.91381e-05,1.2224e-10
9400,1701218,-38.7,-39.0,-38.0,-3.73268406694,-11.894,-0.749238013918,-0.749393300529,111,16,54,2.06836e-07,3.30115e-08,6.71301e-06,2.71329e-11
9500,1719318,-38.8,-38.3,-38.7,-3.7534168412,-11.9861,-0.75078984024,-0.747782636218,47,27,105,1,1,4.13253e-07,6.3801e-08,1.36026e-05,6.58216e-11
9600,1737418,-39.1,-38.8,-37.5,-3.77109832131,-12.0523,-0.749962832887,-0.749321886943,97,16,66,1,1,3.17044e-07,4.52529e-08,1.76211e-05,5.05782e-11
9700,1755518,-38.6,-38.4,-38.5,-3.7419785136,-11.9249,-0.75295622636,-0.748203274524,98,38,43,2,2.04838e-07,2.67204e-08,5.59532e-06,3.81894e-11
9800,1773618,-39.0,-39.0,-37.6,-3.71204711324,-11.8197,-0.751402419251,-0.749966477043,51,74,55,1,2.18908e-07,3.85429e-08,6.984e-06,6.78805e-11
9900,1791718,-38.8,-39.8,-39.4,-3.64021415605,-11.5196,-0.74843194701,-0.748229747414,91,8,82,4.93804e-07,8.36651e-08,1.45594e-05,6.47019e-11
10000,1809818,-38.3,-38.1,-36.9,-3.67294353675,-11.6519,-0.751162436626,-0.749487929454,83,47,51,1.98357e-07,3.38698e-08,6.88647e-06,6.27191e-11
10100,1827918,-37.9,-38.0,-37.6,-3.57892479554,-11.2642,-0.751079498116,-0.749981959941,83,30,67,1,9.32596e-08,1.73424e-08,2.0574e-06,2.77527e-11
10200,1846018,-38.8,-39.1,-39.1,-3.53032257544,-11.0726,-0.750920705904,-0.748599918366,89,16,76,3.35522e-07,5.11353e-08,1.06227e-05,6.41413e-11
10300,1864118,-38.8,-38.1,-37.4,-3.5815312296,-11.2734,-0.751098270271,-0.749806243428,39,33,109,1.62174e-07,3.03277e-08,5.22462e-06,5.10733e-11
10400,1882218,-38.6,-38.2,-37.7,-3.56519459888,-11.2407,-0.750832560657,-0.74815198396,85,29,65,1,1,2.61298e-07,4.85102e-08,7.72823e-06,5.7425e-11
10500,1900318,-38.1,-38.4,-40.3,-3.7099172687,-11.8133,-0.747337502649,-0.745016107372,49,59,72,1,4.38941e-07,5.45987e-08,1.8261e-05,4.30559e-11
10600,1918418,-38.0,-37.6,-35.6,-3.71337758902,-11.802,-0.751587771147,-0.749863989972,56,16,108,1,1.15907e-07,1.72558e-08,3.80948e-06,1.93406e-11
10700,1936518,-38.3,-38.0,-38.1,-3.67516749472,-11.6781,-0.74903769283,-0.749214538844,94,40,46,1,1.48358e-07,2.07518e-08,6.00347e-06,2.72606e-11
10800,1954618,-38.3,-38.6,-39.5,-3.59281411355,-11.3474,-0.750802236815,-0.748136256441,75,32,74,1.6747e-07,3.06637e-08,4.4059e-06,6.79202e-11
10900,1972718,-38.4,-38.5,-39.9,-3.69591669747,-11.7244,-0.752247635393,-0.748024747437,68,9,103,1,3.3898e-07,5.22487e-08,1.1387e-05,4.78305e-11
11000,1990818,-37.8,-37.8,-38.3,-3.72978902258,-11.8607,-0.752841863488,-0.749805562603,73,55,52,1,4.33375e-08,6.4608e-09,1.41972e-06,5.1091e-12
