episode,steps,reward,reward100,reward50,reward10,mean_s_q,mean_t_q,mean_td_error,mean_h_error,action_count0,mean_wg,median_wg,max_wg,min_wg
2056,371912,-0.0012,-12.0,-12.4,-17.7,-2.54092,-2.48487,-0.0181807,0.0308128,181,1.87338e-06,5.12227e-07,1.54508e-05,0.0
2060,372636,-0.0016,-12.3,-12.9,-14.0,-2.60205,-2.52512,-0.0184082,0.0477411,181,3.5756e-06,8.51212e-07,3.59527e-05,0.0
2064,373360,-0.238566666667,-12.2,-12.6,-12.5,-2.63548,-2.5742,-0.0204654,0.0412465,181,2.50269e-06,7.59781e-07,2.00359e-05,0.0
2068,374084,-0.0218333333333,-12.3,-12.6,-11.9,-2.48795,-2.44554,0.000794339,0.0376606,181,2.58302e-06,7.15557e-07,2.54778e-05,0.0
2072,374808,-0.501633333333,-12.5,-12.9,-12.3,-2.51656,-2.42142,-0.0015186,0.0541935,181,1.50114e-06,4.10387e-07,1.08571e-05,0.0
2076,375532,-0.0172,-12.2,-12.5,-13.7,-2.58903,-2.49209,-0.0212894,0.0335597,181,1.40715e-06,4.16741e-07,1.06154e-05,0.0
2080,376256,-0.0027,-12.4,-12.9,-15.5,-2.46887,-2.40519,-0.0244411,0.0422047,181,1.30265e-06,3.33766e-07,9.3113e-06,0.0
2084,376980,-0.534966666667,-12.3,-12.1,-7.8,-2.69911,-2.66648,-0.0323801,0.0474466,181,2.42237e-06,6.95424e-07,1.91766e-05,0.0
2088,377704,-0.0966666666667,-12.5,-12.8,-7.8,-2.54343,-2.47388,-0.017847,0.0551008,181,1.96927e-06,5.2373e-07,1.54338e-05,0.0
2092,378428,-0.134566666667,-12.0,-12.8,-9.6,-2.58294,-2.51317,-0.0202195,0.0440372,181,1.86431e-06,5.3391e-07,1.49155e-05,0.0
2096,379152,-0.1139,-11.9,-13.1,-13.3,-2.9309,-2.84913,-0.0180429,0.0559615,181,2.59778e-06,7.88763e-07,1.83474e-05,0.0
2100,379876,-0.589566666667,-11.9,-12.1,-13.7,-2.59354,-2.4977,-0.0116363,0.0642902,181,1.36906e-06,3.93364e-07,1.08772e-05,0.0
2104,380600,-0.001,-12.2,-12.2,-15.6,-2.73873,-2.61955,-0.0366791,0.0451778,181,1.1853e-06,3.17161e-07,9.58968e-06,0.0
2108,381324,-0.0013,-12.4,-12.0,-15.5,-2.45192,-2.39373,-0.02563,0.0349914,181,3.23022e-06,7.53625e-07,3.96832e-05,0.0
2112,382048,-0.215566666667,-12.4,-12.2,-12.7,-2.86239,-2.76583,-0.0194508,0.0567378,181,2.13208e-06,6.24092e-07,1.86942e-05,0.0
2116,382772,-0.0712,-12.5,-12.2,-13.5,-2.55575,-2.49458,-0.0207706,0.0431762,181,4.08829e-06,1.00141e-06,4.83493e-05,0.0
2120,383496,-0.001,-12.2,-12.4,-11.3,-2.53985,-2.4601,-0.0322111,0.0543113,181,1.12751e-06,3.15503e-07,1.01884e-05,0.0
2124,384220,-0.0009,-12.1,-11.4,-10.7,-2.60528,-2.53123,-0.0234796,0.051361,181,1.33595e-06,3.45464e-07,1.45504e-05,0.0
2128,384944,-0.0008,-11.9,-10.8,-8.6,-2.34426,-2.30452,-0.0189143,0.0299917,181,3.00102e-06,6.64226e-07,2.91754e-05,0.0
2132,385668,-0.0001,-11.8,-11.0,-7.7,-2.16896,-2.12696,-0.0341112,0.0428821,181,5.69451e-07,1.49421e-07,3.91777e-06,0.0
2136,386392,-0.0018,-12.2,-12.3,-11.8,-2.71255,-2.60393,-0.014046,0.0471285,181,3.47362e-06,9.58417e-07,3.32131e-05,0.0
2140,387116,-0.0511333333333,-12.0,-11.6,-11.2,-2.52369,-2.43383,-0.0371158,0.06297,181,1.39392e-06,4.26138e-07,1.22375e-05,0.0
2144,387840,-0.0271666666667,-12.0,-11.2,-10.5,-2.38569,-2.33395,-0.037858,0.0480748,181,8.96563e-07,2.37517e-07,6.13225e-06,0.0
2148,388564,-0.1474,-11.8,-11.2,-8.1,-2.39495,-2.34284,0.00095798,0.0562583,181,1.97508e-06,5.40991e-07,1.41536e-05,0.0
2152,389288,-0.0115333333333,-11.6,-10.6,-13.8,-2.59152,-2.4918,-0.0191438,0.0533673,181,2.96913e-06,8.21062e-07,3.20224e-05,0.0
2156,390012,-0.0074,-11.9,-11.8,-18.1,-2.83964,-2.72733,-0.0139584,0.0655329,181,2.56539e-06,7.39409e-07,4.01377e-05,0.0
2160,390736,-0.0007,-11.8,-11.6,-17.5,-3.14354,-3.0367,-0.0321691,0.0526425,181,2.87324e-06,7.47183e-07,2.19344e-05,0.0
2164,391460,-0.0013,-11.7,-11.2,-14.7,-2.42451,-2.36472,-0.027815,0.0377756,181,1.43273e-06,3.85225e-07,9.56599e-06,0.0
2168,392184,-0.0011,-12.2,-12.4,-16.5,-3.07949,-2.91597,-0.0562907,0.092331,181,2.55406e-06,7.42923e-07,2.08119e-05,0.0
2172,392908,-0.000766666666667,-12.1,-12.9,-17.7,-3.04663,-2.9341,-0.0216232,0.041399,181,9.56587e-07,2.64573e-07,8.4365e-06,0.0
2176,393632,-0.0163,-12.0,-12.6,-14.4,-2.3929,-2.34059,-0.0271506,0.0553529,181,1.1173e-06,2.80097e-07,1.20735e-05,0.0
2180,394356,-0.00236666666667,-11.9,-12.9,-7.8,-2.83363,-2.76813,-0.0268177,0.054647,181,4.51159e-06,1.14839e-06,4.00981e-05,0.0
2184,395080,-0.0008,-12.3,-13.6,-12.6,-2.88945,-2.78253,-0.0327279,0.0686706,181,2.38251e-06,5.92679e-07,2.08928e-05,0.0
2188,395804,-0.0530333333333,-12.3,-12.9,-12.5,-2.78408,-2.66426,-0.0609031,0.072951,181,1.15583e-06,2.34469e-07,1.78788e-05,0.0
2192,396528,-0.0013,-12.2,-13.2,-12.4,-2.89191,-2.84775,-0.0277547,0.0535628,181,3.77518e-06,1.14269e-06,2.48985e-05,0.0
2196,397252,-0.0014,-12.4,-14.1,-12.2,-2.80765,-2.70369,-0.0235227,0.05063,181,2.4023e-06,7.01796e-07,1.82711e-05,0.0
2200,397976,-0.0033,-12.2,-13.6,-13.4,-2.55243,-2.45791,-0.0455301,0.0600217,181,2.79709e-06,7.73709e-07,2.65408e-05,0.0
2204,398700,-0.0053,-11.9,-13.1,-11.3,-2.6849,-2.65134,-0.00969898,0.0260939,181,1.90881e-06,5.65916e-07,1.39134e-05,0.0
2208,399424,-0.0002,-11.6,-11.8,-7.0,-2.65769,-2.61953,-0.035879,0.0459982,181,1.18126e-06,3.28437e-07,1.10585e-05,0.0
2212,400148,-0.0890666666667,-11.2,-11.5,-6.0,-2.44627,-2.37732,-0.0555561,0.0714868,181,2.71108e-06,7.21929e-07,1.77425e-05,0.0
2216,400872,-0.0006,-11.3,-10.8,-7.0,-2.57991,-2.55724,-0.0144895,0.0397343,181,1.43343e-06,4.49562e-07,1.05764e-05,0.0
2220,401596,-0.0588,-11.4,-9.8,-9.6,-2.64084,-2.58431,-0.0302483,0.0441363,181,1.29136e-06,4.22686e-07,9.54264e-06,0.0
2224,402320,-0.0488333333333,-11.2,-10.0,-8.6,-2.39284,-2.34877,-0.0139503,0.0373734,181,1.92314e-06,4.87918e-07,2.11478e-05,0.0
2228,403044,-0.021,-11.2,-9.6,-7.3,-2.55749,-2.53196,-0.011574,0.043733,181,2.46689e-06,7.18207e-07,1.76507e-05,0.0
2232,403768,-0.002,-11.5,-10.1,-8.5,-2.5156,-2.44423,-0.0303414,0.043373,181,1.43053e-06,3.09597e-07,1.65704e-05,0.0
2236,404492,-0.0011,-11.0,-9.4,-10.9,-2.9045,-2.81964,-0.0461652,0.0631561,181,2.51898e-06,7.17852e-07,2.42698e-05,0.0
2240,405216,-0.0,-11.5,-10.0,-13.4,-2.78065,-2.67315,-0.0389939,0.0646249,181,2.31706e-06,6.91115e-07,1.75101e-05,0.0
2244,405940,-0.0565666666667,-12.0,-10.5,-15.3,-2.92374,-2.80031,-0.0180725,0.0582219,181,1.2193e-06,3.89411e-07,8.66358e-06,0.0
2248,406643,-0.0044,-11.8,-9.8,-15.6,-2.57559,-2.50237,-0.0144791,0.0380814,181,1.59819e-06,4.30112e-07,1.50384e-05,0.0
2252,407367,-0.2924,-11.5,-9.8,-13.1,-2.51474,-2.45399,-0.0149166,0.0443339,181,1.29082e-06,3.3006e-07,9.36574e-06,0.0
2256,408091,-0.560633333333,-11.6,-11.2,-14.5,-2.73068,-2.63246,-0.00856119,0.0480456,181,2.02902e-06,5.51452e-07,1.83333e-05,0.0
2260,408815,-0.0755,-11.8,-12.1,-19.1,-2.58587,-2.48138,-0.0300169,0.0482965,181,1.12283e-06,3.80448e-07,7.37121e-06,0.0
2264,409539,-0.1385,-12.1,-12.6,-16.2,-2.79187,-2.70277,-0.0152706,0.0562332,181,1.6921e-06,5.47715e-07,1.20202e-05,0.0
2268,410263,-0.0001,-11.6,-12.8,-14.5,-2.96094,-2.87857,-0.0139468,0.0383252,181,1.87231e-06,5.78436e-07,1.12531e-05,0.0
2272,410987,-0.0154666666667,-11.5,-13.2,-14.7,-2.90612,-2.83101,-0.0324913,0.0519404,181,1.34514e-06,4.28076e-07,9.05545e-06,0.0
2276,411711,-0.376533333333,-12.4,-15.1,-19.1,-3.3659,-3.26383,-0.0163902,0.0581792,181,2.24794e-06,6.40811e-07,2.38761e-05,0.0
2280,412435,-0.107133333333,-12.6,-15.6,-19.8,-3.31222,-3.19111,-0.0373115,0.0652239,181,3.48465e-06,1.16753e-06,3.12671e-05,0.0
2284,413159,-0.0004,-12.3,-15.1,-14.7,-2.70328,-2.63701,-0.0243476,0.0561053,181,3.46662e-06,1.00177e-06,2.60036e-05,0.0
2288,413883,-0.0011,-12.4,-15.7,-12.5,-2.84237,-2.74951,-0.0365486,0.0479848,181,2.52268e-06,7.62028e-07,2.13195e-05,0.0
2292,414607,-0.0157333333333,-12.6,-15.1,-11.6,-3.06523,-2.97699,-0.0327952,0.0502203,181,3.15411e-06,8.32779e-07,4.08325e-05,0.0
2296,415331,-0.0004,-12.0,-14.2,-10.5,-2.84431,-2.80079,-0.0219688,0.0459071,181,1.04632e-06,2.79937e-07,1.09047e-05,0.0
2300,416055,-0.4622,-12.1,-14.7,-8.8,-2.88234,-2.8335,0.0026382,0.073668,181,9.75366e-07,3.01106e-07,7.828e-06,0.0
2304,416779,-0.0077,-12.6,-14.4,-15.0,-3.17057,-3.05018,-0.0281575,0.0477848,181,2.8458e-06,8.11269e-07,2.62463e-05,0.0
2308,417503,-0.0447,-12.6,-13.6,-14.7,-2.83238,-2.75782,-0.0596238,0.0839598,181,2.5658e-06,6.95545e-07,2.3556e-05,0.0
2312,418227,-0.0019,-12.6,-13.2,-8.6,-2.5605,-2.50451,-0.0390606,0.0476908,181,1.45539e-06,3.98434e-07,1.12407e-05,0.0
2316,418951,-0.1925,-12.8,-12.4,-8.4,-2.49068,-2.43662,-0.0312314,0.05087,181,9.83455e-07,2.7097e-07,8.10513e-06,0.0
2320,419675,-0.0170333333333,-12.6,-12.2,-9.3,-2.55264,-2.48722,-0.0285292,0.055831,181,2.6648e-06,7.55726e-07,2.38634e-05,0.0
2324,420399,-0.0012,-12.8,-11.5,-9.8,-2.94198,-2.8747,-0.0203781,0.0393414,181,1.20461e-06,3.5388e-07,1.14047e-05,0.0
2328,421123,-0.0141,-13.0,-10.7,-11.1,-2.98153,-2.89243,-0.0586301,0.0822386,181,1.01822e-06,2.84292e-07,8.44035e-06,0.0
2332,421847,-0.123333333333,-13.2,-11.1,-11.6,-3.04681,-2.96873,-0.0300788,0.058231,181,2.37639e-06,7.029e-07,1.82755e-05,0.0
2336,422571,-0.0026,-13.1,-11.2,-12.3,-2.76316,-2.69153,-0.0336878,0.0547055,181,2.34401e-06,6.12415e-07,2.56327e-05,0.0
2340,423295,-0.459033333333,-12.9,-10.7,-11.9,-2.94559,-2.87976,-0.0423106,0.0606839,181,2.52141e-06,7.3516e-07,1.8823e-05,0.0
2344,424019,-0.0064,-12.3,-10.7,-6.8,-3.03826,-2.98612,-0.0364843,0.0566571,181,2.49654e-06,7.19076e-07,2.58615e-05,0.0
2348,424743,-0.0958333333333,-12.5,-11.0,-8.3,-3.21377,-3.16688,-0.0238672,0.0673219,181,3.37106e-06,1.00378e-06,2.45442e-05,0.0
2352,425467,-0.0034,-12.5,-10.1,-10.1,-2.9447,-2.86169,-0.0453134,0.0656821,181,1.56768e-06,4.45059e-07,1.25302e-05,0.0
2356,426191,-0.0009,-12.2,-10.4,-12.0,-2.75381,-2.66418,-0.0478963,0.0572279,181,1.26451e-06,3.49652e-07,1.19282e-05,0.0
2360,426915,-0.143633333333,-12.1,-11.0,-14.1,-2.9375,-2.8695,-0.0181368,0.0382023,181,2.65147e-06,7.79017e-07,2.17587e-05,0.0
2364,427639,-0.258633333333,-11.9,-11.1,-11.2,-2.79571,-2.71874,-0.00944874,0.0335765,181,2.39171e-06,6.95938e-07,2.09899e-05,0.0
2368,428363,-0.2111,-11.6,-10.8,-10.1,-2.5076,-2.44268,-0.0497592,0.0594531,181,1.49039e-06,4.50899e-07,1.4798e-05,0.0
2372,429087,-0.0393666666667,-11.6,-10.6,-9.9,-2.64147,-2.57627,-0.03347,0.0566029,181,1.87194e-06,5.48482e-07,1.72049e-05,0.0
2376,429811,-0.116166666667,-10.7,-10.5,-8.4,-2.52162,-2.47204,-0.0374093,0.0439242,181,1.3306e-06,4.03857e-07,1.02753e-05,0.0
2380,430535,-0.0389,-10.7,-11.0,-10.6,-2.8685,-2.77726,-0.0262092,0.0521627,181,1.38759e-06,4.32702e-07,9.0058e-06,0.0
2384,431259,-0.248433333333,-11.1,-10.9,-15.6,-2.7973,-2.70336,-0.0218227,0.0468355,181,2.48397e-06,7.54651e-07,2.24601e-05,0.0
2388,431983,-0.0011,-10.8,-10.9,-12.4,-2.62574,-2.57826,-0.0260251,0.0472533,181,3.39106e-06,1.02813e-06,2.86505e-05,0.0
2392,432707,-0.124933333333,-10.8,-11.1,-8.9,-2.99055,-2.94188,-0.0247984,0.0544767,181,2.71406e-06,8.08276e-07,2.29005e-05,0.0
2396,433431,-0.0007,-10.7,-10.6,-6.5,-2.83447,-2.78665,-0.0335231,0.0519654,181,1.47508e-06,4.41006e-07,1.08746e-05,0.0
2400,434155,-0.0038,-10.7,-10.7,-9.5,-2.69087,-2.63729,-0.0235536,0.0562043,181,3.90952e-06,1.19999e-06,4.47844e-05,0.0
2404,434879,-0.0065,-10.5,-10.6,-11.9,-2.7261,-2.64239,-0.00269604,0.0423333,181,2.44808e-06,7.5159e-07,1.80907e-05,0.0
2408,435603,-0.0031,-10.7,-10.9,-11.2,-2.59001,-2.50223,-0.0273386,0.0445702,181,2.23158e-06,6.69586e-07,2.37587e-05,0.0
2412,436327,-0.0001,-10.5,-10.1,-10.8,-2.40455,-2.38097,-0.0134043,0.0321774,181,1.24593e-06,3.71354e-07,9.17801e-06,0.0
2416,437051,-0.003,-10.4,-9.7,-5.9,-2.95693,-2.91713,-0.0362167,0.0664744,181,2.715e-06,7.05303e-07,2.1127e-05,0.0
2420,437775,-0.0042,-10.1,-9.2,-4.9,-2.96317,-2.91795,-0.0337985,0.0610432,181,1.87052e-06,5.4392e-07,1.60489e-05,0.0
2424,438499,-0.0003,-10.0,-9.3,-5.8,-2.90593,-2.86521,-0.0274883,0.0442208,181,2.45531e-06,6.84895e-07,2.27987e-05,0.0
2428,439223,-0.0042,-9.9,-8.9,-7.3,-2.42549,-2.38157,-0.0224107,0.0415911,181,1.68204e-06,5.46433e-07,1.58474e-05,0.0
2432,439947,-0.0001,-9.5,-7.9,-7.4,-2.62723,-2.5847,-0.0387369,0.0540518,181,2.56682e-06,7.3314e-07,1.85801e-05,0.0
2436,440671,-0.0011,-10.0,-9.0,-12.0,-2.97124,-2.85994,-0.0435672,0.0668461,181,1.45398e-06,4.73519e-07,1.25529e-05,0.0
2440,441395,-0.000766666666667,-9.9,-9.3,-13.0,-2.69375,-2.6206,-0.0428541,0.0542764,181,1.45672e-06,4.74309e-07,1.03785e-05,0.0
2444,442119,-0.0538,-9.9,-8.8,-7.7,-2.60618,-2.56907,-0.0387515,0.0524322,181,1.80424e-06,5.62282e-07,1.22562e-05,0.0
2448,442843,-0.2868,-9.9,-8.7,-6.6,-2.32499,-2.29493,-0.00017277,0.0264496,181,2.55752e-06,7.43936e-07,1.9699e-05,0.0
2452,443567,-0.0188,-10.2,-10.0,-13.2,-2.99789,-2.90428,-0.0152788,0.0407582,181,2.21973e-06,6.98079e-07,1.81777e-05,0.0
2456,444291,-0.0001,-9.8,-8.8,-12.3,-2.42642,-2.40292,-0.0249642,0.0372773,181,1.36103e-06,3.9947e-07,9.98875e-06,0.0
2460,445015,-0.0029,-9.7,-9.3,-7.5,-2.50081,-2.44064,-0.021097,0.0500847,181,3.02056e-06,9.23455e-07,2.51506e-05,0.0
2464,445739,-0.0051,-9.6,-9.6,-9.3,-2.79754,-2.72245,-0.0413901,0.0639337,181,1.23801e-06,3.89823e-07,1.03458e-05,0.0
2468,446463,-0.0003,-9.8,-9.8,-8.6,-2.42907,-2.38512,-0.0145502,0.0396829,181,1.47707e-06,4.85464e-07,1.14041e-05,0.0
2472,447187,-0.0332333333333,-9.7,-10.2,-10.0,-2.77246,-2.69911,-0.0293138,0.0532963,181,2.37784e-06,6.58883e-07,2.20129e-05,0.0
2476,447911,-0.590866666667,-10.0,-10.6,-11.3,-2.9242,-2.8589,-0.017014,0.043893,181,3.01327e-06,8.72243e-07,2.05078e-05,0.0
2480,448635,-0.0012,-9.7,-10.9,-12.9,-2.7894,-2.71211,-0.0303361,0.0531252,181,2.19082e-06,6.61717e-07,1.77084e-05,0.0
2484,449359,-0.0002,-9.3,-9.9,-9.5,-2.59533,-2.55256,-0.0314248,0.06743,181,7.25794e-07,2.1007e-07,4.96321e-06,0.0
2488,450083,-0.0117666666667,-9.6,-10.0,-9.0,-2.88276,-2.80823,-0.0274493,0.0857557,181,9.47308e-07,2.55302e-07,9.56391e-06,0.0
2492,450807,-0.393533333333,-9.6,-10.4,-9.9,-2.76471,-2.69601,-0.0236808,0.0464676,181,2.53824e-06,6.59429e-07,1.84706e-05,0.0
2496,451531,-0.0075,-9.7,-10.4,-10.3,-2.59658,-2.54723,-0.0335491,0.0465346,181,2.01656e-06,4.88909e-07,2.03893e-05,0.0
2500,452255,-0.0003,-10.1,-10.2,-13.4,-3.10596,-2.98086,-0.0413138,0.0561997,181,3.18704e-06,8.69447e-07,2.60921e-05,0.0
2504,452979,-0.233633333333,-9.8,-10.7,-14.2,-2.47681,-2.43408,-0.0186378,0.0429003,181,2.85302e-06,7.58037e-07,2.09216e-05,0.0
2508,453703,-0.0001,-9.7,-10.4,-7.6,-2.77713,-2.73033,-0.0266945,0.0510471,181,2.64676e-06,7.01094e-07,2.44303e-05,0.0
2512,454427,-0.0005,-9.7,-10.1,-6.7,-2.71243,-2.66016,-0.0491325,0.0544669,181,1.61108e-06,4.3836e-07,1.57321e-05,0.0
2516,455151,-0.0007,-9.7,-9.7,-5.2,-2.61435,-2.56894,-0.039555,0.0454267,181,2.33396e-06,5.61098e-07,1.77725e-05,0.0
2520,455875,-0.0006,-9.9,-9.9,-7.3,-3.13884,-3.05709,-0.0543209,0.0726619,181,1.86912e-06,5.10342e-07,1.57477e-05,0.0
2524,456599,-0.002,-10.0,-9.5,-8.0,-2.80906,-2.74783,-0.0259712,0.0498591,181,1.56328e-06,3.87819e-07,1.70796e-05,0.0
2528,457323,-0.501633333333,-10.3,-9.6,-12.7,-2.922,-2.83905,-0.00258949,0.0626203,181,1.54261e-06,4.20554e-07,1.63209e-05,0.0
2532,458047,-0.270266666667,-10.4,-9.8,-12.1,-2.69823,-2.60648,-0.0214202,0.0475204,181,2.52498e-06,7.30711e-07,1.51053e-05,0.0
2536,458771,-0.0066,-10.1,-10.5,-15.2,-2.78095,-2.71658,-0.0164097,0.0361872,181,3.44693e-06,9.45132e-07,2.73992e-05,0.0
2540,459495,-0.00803333333333,-10.1,-10.1,-12.3,-2.70064,-2.62989,-0.0376128,0.0468121,181,1.07886e-06,3.28374e-07,8.55973e-06,0.0
2544,460219,-0.0006,-10.5,-10.6,-11.2,-2.68598,-2.58436,-0.032698,0.0735379,181,2.31844e-06,7.35557e-07,2.04882e-05,0.0
2548,460943,-0.425366666667,-10.7,-10.1,-13.5,-2.91276,-2.81034,-0.0181011,0.0645341,181,2.81143e-06,8.5563e-07,4.59141e-05,0.0
2552,461667,-0.6304,-10.5,-10.8,-16.5,-3.04787,-2.95844,-0.0119714,0.0555481,181,1.92611e-06,6.78695e-07,1.12078e-05,0.0
2556,462391,-0.0514333333333,-10.9,-11.1,-17.0,-2.86633,-2.7644,-0.0319334,0.0519326,181,2.96495e-06,9.65862e-07,1.7619e-05,0.0
2560,463115,-0.0069,-10.8,-11.6,-12.9,-2.41976,-2.36573,-0.0149979,0.0337341,181,2.14342e-06,5.90308e-07,1.51839e-05,0.0
2564,463839,-0.00516666666667,-10.7,-11.4,-8.6,-2.26464,-2.23428,-0.0243836,0.0346457,181,1.64562e-06,4.67327e-07,1.30418e-05,0.0
2568,464563,-0.5871,-10.7,-11.7,-6.7,-2.60926,-2.5485,-0.0247346,0.0534855,181,1.14006e-06,3.43343e-07,8.05939e-06,0.0
2572,465287,-0.0441333333333,-11.0,-12.4,-11.8,-2.86795,-2.77494,-0.0116067,0.0413476,181,2.11493e-06,6.25093e-07,1.2961e-05,0.0
2576,466011,-0.505933333333,-10.9,-12.7,-14.6,-2.52576,-2.42479,-0.0430844,0.0620238,181,2.33421e-06,6.8671e-07,2.04343e-05,0.0
2580,466735,-0.0014,-10.7,-11.7,-9.7,-2.06689,-2.03038,-0.0167764,0.0366942,181,2.58149e-06,7.20916e-07,2.37394e-05,0.0
2584,467459,-0.273566666667,-10.7,-11.0,-6.5,-2.2059,-2.18789,-0.00511898,0.0214871,181,2.31734e-06,6.24651e-07,1.79319e-05,0.0
2588,468183,-0.0007,-10.4,-10.8,-6.4,-2.20044,-2.15657,-0.0216692,0.0360653,181,1.57207e-06,3.85795e-07,1.45889e-05,0.0
2592,468907,-0.0005,-10.8,-11.7,-11.7,-2.72107,-2.62057,-0.0345316,0.0509943,181,1.19051e-06,3.39859e-07,1.05528e-05,0.0
2596,469631,-0.0016,-10.8,-11.0,-9.7,-2.35836,-2.32378,-0.00904631,0.0211369,181,2.12654e-06,5.79687e-07,3.55014e-05,0.0
2600,470355,-0.00296666666667,-10.0,-9.8,-8.2,-2.1532,-2.12637,-0.0151657,0.0281215,181,1.99747e-06,5.60932e-07,1.55344e-05,0.0
2604,471079,-0.0001,-10.5,-10.2,-10.6,-2.87494,-2.77203,-0.0300755,0.0663435,181,1.28312e-06,3.94834e-07,1.29982e-05,0.0
2608,471803,-0.001,-10.4,-9.5,-11.8,-2.47788,-2.43548,-0.0138183,0.0346887,181,1.68233e-06,4.35381e-07,1.4539e-05,0.0
2612,472527,-0.0021,-10.9,-10.2,-11.0,-2.40603,-2.32478,-0.0180289,0.0444507,181,1.70565e-06,3.43088e-07,1.59204e-05,0.0
2616,473251,-0.0,-11.5,-11.7,-15.7,-2.97836,-2.81256,-0.0421121,0.0798342,181,9.91333e-07,3.11212e-07,7.47529e-06,0.0
2620,473975,-0.0023,-11.5,-11.0,-16.5,-3.24303,-3.14796,-0.032116,0.0484959,181,1.52654e-06,4.3775e-07,1.13934e-05,0.0
2624,474699,-0.270333333333,-11.6,-10.7,-14.9,-2.66434,-2.59581,-0.0207464,0.0459642,181,1.1999e-06,3.04457e-07,9.63207e-06,0.0
2628,475423,-0.0092,-12.1,-12.4,-16.5,-3.49439,-3.33117,-0.0451908,0.0744694,181,3.44061e-06,1.04996e-06,3.06616e-05,0.0
2632,476147,-0.00393333333333,-12.0,-12.6,-17.5,-2.91616,-2.818,-0.0360526,0.0548642,181,6.83298e-07,2.42737e-07,5.59814e-06,0.0
2636,476871,-0.0015,-11.9,-12.8,-13.8,-2.67413,-2.57694,-0.0511864,0.0674017,181,8.82784e-07,2.73189e-07,6.65492e-06,0.0
2640,477595,-0.028,-11.8,-12.6,-10.0,-2.8083,-2.75057,-0.0233558,0.05705,181,2.57769e-06,7.48436e-07,2.26643e-05,0.0
2644,478319,-0.0564666666667,-11.7,-12.4,-10.3,-2.88743,-2.8208,-0.0309007,0.0454078,181,2.39936e-06,6.81853e-07,1.94878e-05,0.0
2648,479043,-0.00146666666667,-11.5,-13.0,-10.3,-2.55918,-2.49193,-0.0407679,0.0572976,181,8.77341e-07,2.64764e-07,5.66646e-06,0.0
2652,479767,-0.0009,-11.1,-12.1,-7.4,-2.51935,-2.45853,-0.0449159,0.0606066,181,1.64756e-06,4.46628e-07,1.67772e-05,0.0
2656,480491,-0.0041,-11.0,-12.1,-7.9,-2.77745,-2.71118,-0.0271722,0.0500836,181,1.95348e-06,5.82618e-07,1.88815e-05,0.0
2660,481215,-0.0045,-11.1,-12.7,-11.1,-2.8539,-2.76875,-0.016635,0.0506212,181,3.39616e-06,1.05812e-06,2.30985e-05,0.0
2664,481939,-0.0047,-11.1,-11.7,-10.5,-2.59809,-2.5381,-0.0233902,0.040319,181,2.99922e-06,7.86686e-07,2.26527e-05,0.0
2668,482663,-0.0244,-10.9,-10.0,-7.6,-2.54904,-2.54281,-0.012177,0.0453641,181,1.83824e-06,4.55765e-07,1.44276e-05,0.0
2672,483387,-0.0033,-10.4,-10.3,-5.4,-2.37385,-2.32938,-0.0162537,0.0423418,181,1.97321e-06,4.97616e-07,1.65656e-05,0.0
2676,484111,-0.0652333333333,-10.3,-9.2,-6.8,-2.34256,-2.30933,-0.0135374,0.0351953,181,2.13145e-06,5.902e-07,1.85368e-05,0.0
2680,484835,-0.0025,-10.3,-8.2,-6.5,-2.31385,-2.27699,-0.028867,0.0355393,181,5.1926e-07,1.32987e-07,3.76921e-06,0.0
2684,485559,-0.0669333333333,-10.9,-9.1,-12.3,-2.8674,-2.73245,-0.0422203,0.095168,181,1.14246e-06,3.34812e-07,1.05256e-05,0.0
2688,486283,-0.0453,-11.1,-9.4,-15.2,-2.8886,-2.7796,-0.0224781,0.0520445,181,2.00433e-06,6.62308e-07,1.85684e-05,0.0
2692,487007,-0.0056,-10.8,-9.2,-15.3,-2.51103,-2.44228,-0.0217712,0.0384512,181,1.45092e-06,4.27985e-07,1.04969e-05,0.0
2696,487731,-0.00446666666667,-10.9,-9.0,-9.7,-2.57125,-2.52992,-0.0339226,0.0538338,181,2.35378e-06,6.41295e-07,1.99773e-05,0.0
2700,488455,-0.0121,-11.0,-9.1,-6.3,-2.35083,-2.29465,-0.0210052,0.0467318,181,1.57835e-06,2.97163e-07,2.10922e-05,0.0
2704,489179,-0.0075,-10.6,-9.6,-8.8,-2.35253,-2.27902,-0.0209726,0.0493767,181,1.22148e-06,3.22421e-07,1.36657e-05,0.0
2708,489903,-0.0005,-10.6,-9.2,-9.3,-2.47864,-2.42635,-0.027752,0.0466946,181,7.51271e-07,2.23599e-07,4.18347e-06,0.0
2712,490627,-0.0064,-10.4,-8.8,-8.6,-2.42048,-2.38121,-0.0210381,0.0404317,181,2.72218e-06,7.67178e-07,2.32984e-05,0.0
2716,491351,-0.0003,-9.8,-9.2,-7.2,-2.70477,-2.64371,-0.0513837,0.0727319,181,1.43237e-06,4.28834e-07,8.97482e-06,0.0
2720,492075,-0.0009,-10.2,-10.2,-11.3,-2.89262,-2.78883,-0.0264233,0.067158,181,1.40197e-06,5.01759e-07,9.79903e-06,0.0
2724,492799,-0.0096,-10.1,-10.3,-11.8,-2.21465,-2.14956,-0.0200553,0.0335623,181,2.06385e-06,5.9442e-07,1.90528e-05,0.0
