episode,steps,reward,reward100,reward50,reward10,mean_s_q,mean_t_q,mean_td_error,mean_h_error,action_count0,mean_wg,median_wg,max_wg,min_wg
9472,1714061,-0.0017,-10.5,-10.5,-6.1,-4.65981,-4.41429,-0.256019,0.258415,181,7.05044e-08,2.67806e-08,8.27724e-07,0.0
9476,1714785,-0.0546666666667,-10.7,-11.0,-6.8,-5.16156,-4.85356,-0.290718,0.294339,181,9.13429e-08,3.96628e-08,6.05643e-07,0.0
9480,1715509,-0.4624,-10.7,-10.8,-10.3,-4.98467,-4.77642,-0.173508,0.21068,181,1.69087e-08,5.56973e-09,3.03472e-07,0.0
9484,1716233,-0.0121,-10.5,-10.6,-9.2,-4.27275,-4.06397,-0.1714,0.190373,181,1.71471e-08,7.17421e-09,1.49736e-07,0.0
9488,1716957,-0.0523,-10.5,-10.4,-11.3,-4.56003,-4.35969,-0.165385,0.225083,181,3.64793e-08,1.41849e-08,3.4328e-07,0.0
9492,1717681,-0.0247,-10.8,-9.7,-11.6,-4.93207,-4.65853,-0.233751,0.261174,181,1.74881e-07,5.69845e-08,1.68529e-06,0.0
9496,1718405,-0.0008,-10.5,-9.7,-10.3,-4.16488,-4.00873,-0.126684,0.160486,181,1.95408e-08,7.87371e-09,1.4713e-07,0.0
9500,1719129,-0.0001,-10.4,-9.4,-7.2,-4.51897,-4.32698,-0.194854,0.202992,181,9.11473e-08,2.17396e-08,1.45842e-06,0.0
9504,1719853,-0.0115333333333,-10.4,-9.0,-6.2,-4.27421,-4.1213,-0.146714,0.146891,181,2.72315e-07,9.96899e-08,2.26954e-06,0.0
9508,1720577,-0.2889,-10.5,-8.8,-8.9,-4.49641,-4.25543,-0.223282,0.232616,181,1.46107e-07,6.06765e-08,1.21259e-06,0.0
9512,1721301,-0.0183666666667,-10.4,-8.6,-8.3,-3.99748,-3.85093,-0.114077,0.150134,181,1.34958e-07,5.14012e-08,1.2966e-06,0.0
9516,1722025,-0.00726666666667,-10.6,-9.3,-12.9,-4.88312,-4.66312,-0.160473,0.200137,181,2.04764e-07,7.26464e-08,2.84212e-06,0.0
9520,1722749,-0.0017,-10.2,-9.9,-13.6,-4.88803,-4.74495,-0.115444,0.161589,181,1.24183e-07,4.49087e-08,1.64727e-06,0.0
9524,1723473,-0.0038,-10.6,-10.4,-13.0,-5.31245,-5.08483,-0.148254,0.204874,181,1.11321e-07,4.20271e-08,1.1216e-06,0.0
9528,1724197,-0.0119,-10.7,-10.4,-13.1,-5.74419,-5.3707,-0.311241,0.314259,181,2.95318e-07,1.17697e-07,2.38989e-06,0.0
9532,1724921,-0.0024,-10.5,-9.9,-11.9,-4.57779,-4.31365,-0.259583,0.25177,181,5.5505e-08,2.0881e-08,8.05522e-07,0.0
9536,1725645,-0.0029,-10.2,-10.1,-8.2,-4.75415,-4.44522,-0.279973,0.272409,181,1.66454e-07,5.99685e-08,1.64877e-06,0.0
9540,1726369,-0.0201333333333,-10.1,-10.1,-11.0,-5.58138,-5.34158,-0.219075,0.23888,181,2.09962e-07,7.18664e-08,2.61447e-06,0.0
9544,1727093,-0.0022,-9.6,-9.6,-8.3,-4.6005,-4.42734,-0.175591,0.19304,181,3.26087e-08,1.21616e-08,3.41309e-07,0.0
9548,1727817,-0.167766666667,-9.9,-10.2,-9.0,-4.25927,-4.07495,-0.153295,0.192161,181,1.01434e-07,3.64438e-08,9.43367e-07,0.0
9552,1728541,-0.0014,-9.9,-10.3,-9.1,-4.8788,-4.68692,-0.161427,0.175343,181,2.75824e-08,9.74535e-09,2.17665e-07,0.0
9556,1729265,-0.0064,-9.6,-10.0,-8.3,-4.29093,-4.05959,-0.237559,0.247593,181,2.51215e-08,8.42623e-09,2.29786e-07,0.0
9560,1729989,-0.0016,-9.3,-9.8,-5.1,-4.1856,-4.02627,-0.163281,0.168457,181,3.40299e-08,1.10172e-08,2.8641e-07,0.0
9564,1730713,-0.1816,-9.2,-9.2,-7.6,-4.84727,-4.69891,-0.122923,0.162742,181,3.74095e-08,1.46934e-08,3.63341e-07,0.0
9568,1731437,-0.001,-9.3,-9.3,-9.2,-4.99365,-4.71505,-0.261724,0.27949,181,4.98875e-08,1.9816e-08,3.68051e-07,0.0
9572,1732161,-0.0001,-9.6,-9.5,-10.3,-4.50291,-4.31341,-0.145869,0.181348,181,7.16122e-08,2.50561e-08,7.75685e-07,0.0
9576,1732885,-0.0009,-9.7,-9.0,-12.6,-4.86302,-4.65573,-0.165324,0.181641,181,4.05605e-07,1.39741e-07,5.82789e-06,0.0
9580,1733609,-0.0028,-9.9,-9.9,-14.4,-5.26631,-5.0559,-0.164504,0.202425,181,1.06885e-07,4.05321e-08,9.55313e-07,0.0
9584,1734333,-0.0012,-9.8,-9.3,-10.2,-4.2331,-4.09053,-0.11988,0.221312,181,5.26408e-07,1.42991e-07,4.32811e-05,0.0
9588,1735057,-0.001,-9.6,-9.3,-9.1,-4.41855,-4.22262,-0.173167,0.204513,181,3.15124e-08,1.31393e-08,2.52661e-07,0.0
9592,1735781,-0.0271666666667,-9.2,-8.8,-5.8,-4.41827,-4.22902,-0.193955,0.203687,181,8.30717e-08,3.01545e-08,8.3503e-07,0.0
9596,1736505,-0.0491666666667,-9.7,-9.7,-9.1,-4.68264,-4.49312,-0.123043,0.189495,181,1.12484e-07,4.54435e-08,1.00099e-06,0.0
9600,1737229,-0.0389,-10.4,-10.2,-15.9,-5.34454,-5.09993,-0.144913,0.229581,181,1.29535e-07,5.69509e-08,1.25278e-06,0.0
9604,1737953,-0.0021,-11.1,-11.9,-23.4,-5.73768,-5.43736,-0.208961,0.263934,181,3.0336e-07,1.10108e-07,2.50863e-06,0.0
9608,1738677,-0.003,-11.1,-12.6,-17.0,-5.03253,-4.76118,-0.211579,0.27208,181,1.54719e-07,6.46267e-08,1.2862e-06,0.0
9612,1739401,-0.0067,-11.5,-13.2,-17.2,-5.00478,-4.76655,-0.182547,0.22848,181,1.09448e-07,3.94e-08,3.46085e-06,0.0
9616,1740125,-0.0031,-11.1,-13.3,-12.0,-5.0667,-4.89122,-0.134102,0.184992,181,5.47662e-08,2.41093e-08,4.25012e-07,0.0
9620,1740849,-0.0001,-10.9,-12.8,-9.0,-5.03329,-4.79484,-0.228107,0.254541,181,6.11866e-08,2.37178e-08,1.10132e-06,0.0
9624,1741573,-0.0307,-10.5,-12.0,-7.3,-4.34973,-4.24511,-0.103749,0.147935,181,2.36112e-07,7.50873e-08,5.05488e-06,0.0
9628,1742297,-0.0541333333333,-10.7,-12.0,-7.7,-4.91262,-4.65419,-0.227662,0.259614,181,1.43418e-07,5.10357e-08,1.28355e-06,0.0
9632,1743021,-0.0884333333333,-10.6,-11.6,-8.6,-4.06144,-3.85674,-0.19665,0.20395,181,6.6874e-08,1.78605e-08,9.45449e-07,0.0
9636,1743745,-0.0016,-10.9,-12.3,-11.0,-5.04846,-4.76202,-0.21646,0.295735,181,2.87077e-08,1.18422e-08,2.33036e-07,0.0
9640,1744469,-0.0009,-10.7,-12.5,-11.0,-4.46072,-4.29,-0.15964,0.176761,181,2.90593e-07,1.06345e-07,3.15952e-06,0.0
9644,1745193,-0.0003,-11.6,-14.2,-15.5,-5.01388,-4.76806,-0.149603,0.226525,181,1.03924e-07,4.12015e-08,1.13366e-06,0.0
9648,1745917,-0.00373333333333,-11.3,-12.2,-14.4,-4.47422,-4.28721,-0.166851,0.184513,181,1.23651e-07,5.20558e-08,1.15132e-06,0.0
9652,1746641,-0.0595,-11.3,-11.6,-8.0,-4.45104,-4.25096,-0.191474,0.207295,181,1.11129e-07,4.54205e-08,8.47539e-07,0.0
9656,1747365,-0.0109,-11.4,-10.5,-7.1,-3.94947,-3.64977,-0.266787,0.317454,181,1.75505e-07,6.30432e-08,2.19585e-06,0.0
9660,1748089,-0.0891,-11.6,-10.3,-9.2,-4.46241,-4.19889,-0.219232,0.273424,181,8.72072e-08,3.57665e-08,6.72933e-07,0.0
9664,1748813,-0.1048,-12.0,-11.0,-13.0,-4.85166,-4.6703,-0.121863,0.175531,181,2.17531e-07,8.56086e-08,2.08061e-06,0.0
9668,1749537,-0.124933333333,-12.1,-11.2,-13.7,-4.63019,-4.4159,-0.164997,0.214412,181,2.49765e-08,1.04287e-08,2.74022e-07,0.0
9672,1750261,-0.0149666666667,-12.1,-11.8,-13.5,-5.17246,-4.97708,-0.143415,0.229496,181,2.45615e-08,8.39923e-09,2.33868e-07,0.0
9676,1750985,-0.0005,-11.8,-11.4,-9.6,-4.95218,-4.65291,-0.274443,0.29719,181,1.71328e-07,5.81439e-08,1.81268e-06,0.0
9680,1751709,-0.0002,-11.6,-11.6,-10.7,-5.05968,-4.80607,-0.230968,0.248378,181,1.95572e-07,7.97375e-08,2.23471e-06,0.0
9684,1752433,-0.0002,-11.7,-10.8,-8.0,-4.9131,-4.62147,-0.276294,0.295918,181,1.9971e-07,7.52861e-08,3.97684e-06,0.0
9688,1753157,-0.0377,-11.8,-11.5,-11.3,-5.15605,-4.97307,-0.142164,0.179989,181,3.09795e-07,1.15547e-07,2.39706e-06,0.0
9692,1753881,-0.0230333333333,-12.2,-10.4,-12.5,-4.24242,-4.01929,-0.19394,0.207507,181,1.1853e-07,3.9345e-08,9.70473e-07,0.0
9696,1754605,-0.0105,-11.8,-10.2,-7.7,-4.49659,-4.20832,-0.272013,0.283391,181,5.37194e-08,1.75732e-08,1.63867e-06,0.0
9700,1755329,-0.0036,-11.5,-10.8,-9.3,-4.71745,-4.45982,-0.203517,0.262531,181,3.51203e-07,1.42391e-07,3.16344e-06,0.0
9704,1756053,-0.0002,-11.0,-11.1,-11.6,-4.45744,-4.26796,-0.141658,0.194718,181,4.08839e-08,1.66852e-08,4.72167e-07,0.0
9708,1756777,-0.0385666666667,-10.9,-11.0,-12.9,-4.98244,-4.77763,-0.164134,0.202565,181,9.10989e-08,3.79842e-08,8.70419e-07,0.0
9712,1757501,-0.0793333333333,-10.8,-11.2,-13.0,-4.92413,-4.69527,-0.17212,0.204652,181,1.23929e-07,4.16664e-08,1.62369e-06,0.0
9716,1758225,-0.1929,-11.6,-12.2,-19.9,-5.56607,-5.30526,-0.143634,0.277089,181,3.08422e-08,1.34017e-08,2.50372e-07,0.0
9720,1758949,-0.00516666666667,-11.6,-12.1,-17.6,-5.4103,-5.14724,-0.204437,0.249267,181,1.70278e-07,6.88635e-08,2.03241e-06,0.0
9724,1759673,-0.0053,-12.0,-12.2,-15.6,-5.06559,-4.77461,-0.251935,0.261564,181,6.70042e-08,2.32609e-08,7.98428e-07,0.0
9728,1760397,-0.295466666667,-12.1,-12.9,-13.6,-5.63038,-5.36551,-0.212246,0.279476,181,6.56756e-08,2.5204e-08,6.50794e-07,0.0
9732,1761121,-0.0166666666667,-12.2,-12.9,-10.1,-5.70282,-5.46563,-0.206089,0.246727,181,1.61613e-07,6.18303e-08,1.76913e-06,0.0
9736,1761845,-0.0002,-12.3,-13.0,-14.1,-5.18824,-4.85896,-0.277917,0.311067,181,1.77491e-07,6.76422e-08,1.77281e-06,0.0
9740,1762569,-0.002,-12.2,-12.8,-11.2,-5.24487,-5.00348,-0.21576,0.224437,181,1.70215e-07,4.52744e-08,2.25193e-06,0.0
9744,1763293,-0.00146666666667,-11.7,-13.2,-10.5,-5.10919,-4.91636,-0.152092,0.177606,181,1.15769e-07,4.39975e-08,1.23907e-06,0.0
9748,1764017,-0.0066,-11.8,-13.2,-10.0,-4.79839,-4.61393,-0.181768,0.186161,181,6.93593e-08,2.18688e-08,5.66364e-07,0.0
9752,1764741,-0.0029,-11.8,-12.9,-8.4,-4.79839,-4.52364,-0.255125,0.269683,181,1.74156e-07,5.81845e-08,3.21004e-06,0.0
9756,1765465,-0.0005,-11.8,-12.5,-7.7,-4.59055,-4.37657,-0.18285,0.197689,181,2.59484e-07,8.17811e-08,2.80839e-06,0.0
9760,1766189,-0.0045,-11.8,-12.4,-10.0,-4.86956,-4.62898,-0.206062,0.222543,181,2.21747e-07,7.57576e-08,2.45493e-06,0.0
9764,1766913,-0.00156666666667,-11.5,-11.7,-10.4,-5.14678,-4.89998,-0.215657,0.250459,181,1.97472e-07,4.63682e-08,5.09872e-06,0.0
9768,1767637,-0.0685,-11.4,-10.9,-10.7,-4.60635,-4.3325,-0.259819,0.270968,181,6.37982e-08,2.11719e-08,5.00267e-07,0.0
9772,1768361,-0.00746666666667,-11.2,-10.0,-7.6,-4.63156,-4.39318,-0.223263,0.236646,181,2.40112e-08,8.54835e-09,2.05569e-07,0.0
9776,1769085,-0.0456,-11.2,-9.7,-6.5,-4.57157,-4.36456,-0.197315,0.238241,181,9.40778e-08,2.30667e-08,1.05304e-06,0.0
9780,1769809,-0.00643333333333,-11.2,-9.6,-8.7,-5.13309,-4.9286,-0.156887,0.22408,181,4.93967e-08,1.68116e-08,5.81469e-07,0.0
9784,1770533,-0.238566666667,-11.5,-9.4,-11.3,-4.58181,-4.33759,-0.203153,0.232876,181,2.45897e-07,6.09168e-08,3.2112e-06,0.0
9788,1771257,-0.0127,-11.1,-9.2,-11.2,-4.70617,-4.50748,-0.195014,0.202544,181,2.21115e-07,7.68848e-08,2.58189e-06,0.0
9792,1771981,-0.0,-11.1,-9.1,-9.2,-4.82445,-4.59028,-0.220344,0.219163,181,2.23548e-08,7.13533e-09,2.88497e-07,0.0
9796,1772705,-0.0004,-11.2,-9.0,-8.1,-4.83588,-4.56277,-0.262738,0.28124,181,1.06295e-07,2.2779e-08,1.31712e-06,0.0
9800,1773429,-0.0017,-10.7,-8.7,-5.2,-4.11872,-3.93584,-0.19108,0.1903,181,9.89763e-08,3.72278e-08,1.15967e-06,0.0
9804,1774153,-0.0539,-10.4,-8.3,-3.7,-4.08334,-3.91526,-0.180647,0.182375,181,2.97916e-08,1.13187e-08,3.60045e-07,0.0
9808,1774877,-0.4622,-10.6,-8.8,-8.3,-4.62163,-4.4939,-0.073547,0.192286,181,1.85092e-07,6.58161e-08,1.51479e-06,0.0
9812,1775601,-0.0216,-10.4,-8.5,-11.3,-4.50523,-4.31588,-0.116564,0.214783,181,2.08253e-07,7.5938e-08,2.34565e-06,0.0
9816,1776325,-0.00453333333333,-9.6,-8.5,-12.1,-4.42998,-4.23276,-0.183894,0.195356,181,1.13945e-07,2.84287e-08,1.34147e-06,0.0
9820,1777049,-0.396766666667,-10.4,-10.0,-15.4,-5.40269,-5.1523,-0.169763,0.211875,181,1.86811e-07,7.30961e-08,1.56963e-06,0.0
9824,1777773,-0.0002,-10.1,-10.1,-14.5,-4.92959,-4.71418,-0.145137,0.172484,181,3.02037e-07,1.00939e-07,2.9343e-06,0.0
9828,1778497,-0.0133,-9.7,-10.1,-14.2,-4.30426,-4.03666,-0.260632,0.272779,181,3.03161e-08,1.06497e-08,3.43662e-07,0.0
9832,1779221,-0.0170333333333,-9.7,-9.5,-6.9,-4.48459,-4.2458,-0.217831,0.25282,181,2.55987e-07,8.14371e-08,2.36812e-06,0.0
9836,1779945,-0.226266666667,-9.4,-9.5,-8.6,-5.05786,-4.85336,-0.186886,0.216005,181,1.62994e-07,5.46595e-08,2.57009e-06,0.0
9840,1780669,-0.001,-9.6,-9.7,-11.4,-4.85984,-4.6104,-0.208503,0.22335,181,1.33691e-07,4.83867e-08,1.17405e-06,0.0
9844,1781393,-0.0003,-9.8,-10.6,-14.7,-4.92785,-4.61667,-0.248905,0.294103,181,2.0095e-07,7.27059e-08,2.12571e-06,0.0
9848,1782117,-0.0027,-10.1,-11.3,-14.8,-4.7862,-4.56489,-0.168514,0.256393,181,1.28534e-07,4.43539e-08,2.86395e-06,0.0
9852,1782841,-0.037,-9.9,-11.5,-9.1,-4.98887,-4.77118,-0.192311,0.233787,181,8.45988e-08,3.29923e-08,6.79097e-07,0.0
9856,1783565,-0.0377333333333,-10.1,-12.0,-11.5,-5.4176,-5.12935,-0.270527,0.293017,181,1.5235e-07,4.97826e-08,1.50765e-06,0.0
9860,1784289,-0.0069,-9.9,-11.1,-8.4,-4.52794,-4.33731,-0.175038,0.220857,181,1.17699e-07,3.77751e-08,1.15819e-06,0.0
9864,1785013,-0.0707666666667,-9.7,-10.7,-6.7,-4.40214,-4.18137,-0.225349,0.227086,181,1.33124e-07,4.72255e-08,1.25357e-06,0.0
9868,1785737,-0.0626666666667,-9.5,-10.6,-5.4,-4.79459,-4.54217,-0.255427,0.262609,181,1.11e-07,3.5039e-08,1.13957e-06,0.0
9872,1786461,-0.0002,-9.4,-8.7,-5.2,-4.43806,-4.20672,-0.233265,0.227893,181,1.21096e-07,4.00272e-08,1.12349e-06,0.0
9876,1787185,-0.0570666666667,-10.2,-10.3,-13.0,-5.1269,-4.87595,-0.153384,0.233657,181,1.4431e-07,5.80323e-08,1.42066e-06,0.0
9880,1787909,-0.0007,-10.0,-10.3,-13.5,-4.96511,-4.7029,-0.20978,0.239432,181,2.74796e-07,1.04596e-07,2.54274e-06,0.0
9884,1788633,-0.0468666666667,-10.0,-10.5,-13.6,-4.44517,-4.22714,-0.187326,0.209747,181,8.91135e-08,3.19143e-08,1.22362e-06,0.0
9888,1789357,-0.0001,-10.2,-10.4,-11.0,-4.3726,-4.20735,-0.13764,0.166019,181,7.99143e-08,2.60423e-08,8.52032e-07,0.0
9892,1790081,-0.0014,-9.8,-9.1,-6.3,-4.17317,-3.96304,-0.217414,0.235231,181,2.14069e-08,7.74111e-09,2.10519e-07,0.0
9896,1790805,-0.0187333333333,-9.9,-9.2,-4.9,-4.00492,-3.8993,-0.0962298,0.153998,181,1.26189e-07,4.06814e-08,2.29737e-06,0.0
9900,1791529,-0.0002,-10.3,-9.2,-9.3,-4.80016,-4.62796,-0.117021,0.227859,181,1.71548e-07,6.91593e-08,1.50642e-06,0.0
9904,1792253,-0.0005,-10.7,-9.6,-12.6,-5.58102,-5.36393,-0.155564,0.240673,181,3.15513e-07,1.14839e-07,2.82556e-06,0.0
9908,1792977,-0.0447,-10.3,-9.4,-12.4,-4.55279,-4.36984,-0.17926,0.191698,181,2.03767e-07,6.90215e-08,2.18907e-06,0.0
9912,1793701,-0.192333333333,-10.4,-10.0,-10.3,-4.56062,-4.4042,-0.139538,0.169938,181,5.56827e-08,1.96152e-08,4.48345e-07,0.0
9916,1794425,-0.6304,-10.7,-10.7,-12.3,-4.91028,-4.7239,-0.122449,0.208405,181,5.77911e-08,1.91059e-08,1.14679e-06,0.0
9920,1795149,-0.0135666666667,-10.4,-11.9,-16.7,-5.9866,-5.75383,-0.145706,0.224623,181,4.53293e-07,1.59961e-07,5.11678e-06,0.0
9924,1795873,-0.0016,-10.5,-11.7,-16.2,-5.19171,-4.83187,-0.35583,0.331029,181,2.54398e-07,9.11406e-08,2.41922e-06,0.0
9928,1796597,-0.0019,-10.5,-10.7,-7.0,-4.93497,-4.73328,-0.196312,0.222124,181,1.3918e-07,4.93876e-08,2.49108e-06,0.0
9932,1797321,-0.0225,-10.4,-10.1,-5.8,-4.46271,-4.23056,-0.220348,0.242109,181,1.89648e-07,7.57659e-08,1.86046e-06,0.0
9936,1798045,-0.002,-10.7,-10.5,-10.6,-4.86186,-4.62387,-0.191219,0.235491,181,1.42699e-07,5.60518e-08,1.25204e-06,0.0
9940,1798769,-0.0001,-10.7,-11.4,-14.2,-4.96623,-4.69657,-0.204582,0.285421,181,1.55617e-07,6.02905e-08,1.35249e-06,0.0
9944,1799493,-0.0338,-10.7,-12.3,-15.0,-5.51789,-5.24179,-0.238079,0.256794,181,1.51092e-07,5.66161e-08,1.4113e-06,0.0
9948,1800217,-0.0643666666667,-10.9,-13.4,-14.7,-5.31418,-4.96601,-0.272425,0.333001,181,2.88718e-07,1.16964e-07,2.90382e-06,0.0
9952,1800941,-0.589566666667,-11.5,-13.5,-19.1,-5.41078,-5.10913,-0.20369,0.334187,181,2.05476e-07,8.05857e-08,1.71101e-06,0.0
9956,1801665,-0.0001,-11.2,-12.9,-14.4,-5.32943,-5.06477,-0.207626,0.26943,181,1.65864e-07,5.45455e-08,1.87808e-06,0.0
9960,1802389,-0.0012,-11.4,-13.3,-13.2,-4.66274,-4.43069,-0.211375,0.225343,181,1.32631e-07,4.99693e-08,1.48597e-06,0.0
9964,1803113,-0.0007,-11.3,-12.6,-7.0,-4.31932,-4.08035,-0.249588,0.252823,181,9.32341e-08,3.25776e-08,1.38184e-06,0.0
9968,1803837,-0.0062,-11.5,-11.1,-6.8,-4.66776,-4.4661,-0.179157,0.231715,181,6.47002e-08,2.59088e-08,5.61216e-07,0.0
9972,1804561,-0.0069,-11.7,-11.0,-8.1,-4.77202,-4.53077,-0.211519,0.233734,181,1.80378e-07,4.99408e-08,2.92902e-06,0.0
9976,1805285,-0.0065,-11.2,-11.8,-12.4,-4.97685,-4.71582,-0.219997,0.253531,181,3.88804e-08,1.50622e-08,3.17779e-07,0.0
9980,1806009,-0.001,-11.3,-11.9,-10.1,-4.89692,-4.64679,-0.218266,0.255394,181,6.21374e-08,2.46906e-08,4.69892e-07,0.0
9984,1806733,-0.0432,-11.3,-11.8,-10.4,-4.89669,-4.6939,-0.17524,0.209989,181,2.42149e-07,8.5711e-08,2.67399e-06,0.0
9988,1807457,-0.0009,-11.1,-10.6,-8.3,-4.53627,-4.36436,-0.1409,0.166376,181,4.92775e-08,1.78805e-08,7.63226e-07,0.0
9992,1808181,-0.033,-11.3,-10.7,-10.4,-4.40643,-4.24128,-0.154323,0.173215,181,2.58696e-07,8.27878e-08,2.87782e-06,0.0
9996,1808905,-0.0018,-11.3,-10.1,-7.7,-4.72705,-4.44385,-0.272799,0.286224,181,6.74453e-08,2.34648e-08,7.60092e-07,0.0
10000,1809629,-0.0014,-11.4,-10.2,-10.6,-4.8707,-4.644,-0.153388,0.237637,181,5.97419e-08,2.33355e-08,4.7401e-07,0.0
10004,1810353,-0.0011,-11.3,-9.6,-12.5,-4.95341,-4.75271,-0.135001,0.180808,181,1.09963e-07,3.85042e-08,1.07638e-06,0.0
10008,1811077,-0.0013,-11.3,-9.2,-11.9,-4.9194,-4.70695,-0.206441,0.233699,181,9.16277e-08,3.1635e-08,1.04531e-06,0.0
10012,1811801,-0.0411333333333,-11.4,-10.0,-10.1,-4.4599,-4.25514,-0.138548,0.232421,181,9.73765e-08,3.21165e-08,1.06552e-06,0.0
10016,1812525,-0.0034,-11.2,-10.6,-11.5,-4.42148,-4.24496,-0.11643,0.152132,181,1.28861e-07,4.5679e-08,1.41018e-06,0.0
10020,1813249,-0.0404333333333,-11.5,-11.7,-19.6,-4.97632,-4.62502,-0.227051,0.340265,181,2.24848e-07,7.00352e-08,3.07935e-06,0.0
10024,1813973,-0.0271666666667,-11.3,-11.2,-15.8,-4.37876,-4.18673,-0.184505,0.189446,181,1.00092e-07,3.17163e-08,1.86808e-06,0.0
10028,1814697,-0.008,-11.5,-11.2,-8.1,-5.14102,-4.88301,-0.235327,0.249196,181,5.98942e-08,2.07812e-08,6.684e-07,0.0
10032,1815421,-0.464766666667,-11.6,-11.6,-9.4,-5.44906,-5.12357,-0.302617,0.335287,181,1.10748e-07,3.09715e-08,1.52131e-06,0.0
10036,1816145,-0.0001,-11.4,-11.3,-10.4,-5.17211,-4.89695,-0.209831,0.287403,181,5.42103e-08,1.64199e-08,9.49772e-07,0.0
10040,1816869,-0.042,-11.1,-11.2,-10.2,-4.63573,-4.43795,-0.173162,0.19998,181,1.36643e-07,3.69025e-08,1.70589e-06,0.0
10044,1817593,-0.0015,-10.8,-11.4,-10.0,-5.24032,-5.07332,-0.161083,0.188958,181,1.07174e-07,3.11746e-08,1.63845e-06,0.0
10048,1818317,-0.0018,-10.2,-11.0,-5.3,-4.66314,-4.43002,-0.23125,0.226083,181,9.56195e-08,2.64582e-08,1.59357e-06,0.0
10052,1819041,-0.152566666667,-9.7,-10.0,-6.6,-4.41664,-4.13353,-0.291344,0.284118,181,1.91911e-07,4.54769e-08,4.8783e-06,0.0
10056,1819765,-0.0,-9.9,-10.1,-6.7,-4.04044,-3.83134,-0.192247,0.195686,181,1.7212e-07,5.04036e-08,3.3967e-06,0.0
10060,1820489,-0.0053,-10.1,-10.9,-12.2,-4.89732,-4.71879,-0.123829,0.208253,181,8.63092e-08,2.85417e-08,9.85648e-07,0.0
10064,1821213,-0.112066666667,-10.4,-10.7,-12.9,-4.91054,-4.73504,-0.126299,0.241814,181,1.11978e-07,4.28805e-08,1.048e-06,0.0
10068,1821937,-0.0052,-10.4,-9.1,-11.9,-4.91552,-4.6556,-0.216451,0.272516,181,1.64908e-07,5.51257e-08,1.67551e-06,0.0
10072,1822661,-0.0028,-10.2,-8.9,-9.6,-4.2094,-4.04556,-0.159176,0.192285,181,2.48898e-07,7.60912e-08,3.65215e-06,0.0
10076,1823385,-0.0034,-9.8,-8.6,-5.1,-4.26996,-4.07206,-0.196889,0.211577,181,2.17591e-07,7.40256e-08,3.23117e-06,0.0
10080,1824109,-0.443,-10.2,-9.3,-9.3,-4.62423,-4.37647,-0.201552,0.282234,181,1.05394e-07,4.0326e-08,1.47308e-06,0.0
10084,1824833,-0.291633333333,-10.3,-9.8,-13.2,-5.54132,-5.24242,-0.224117,0.309224,181,4.16666e-08,1.51762e-08,4.43046e-07,0.0
10088,1825557,-0.0539,-10.5,-9.4,-12.6,-5.63304,-5.35963,-0.216689,0.289595,181,5.39886e-08,1.9971e-08,6.57647e-07,0.0
10092,1826281,-0.223433333333,-10.8,-10.4,-14.5,-4.52983,-4.35243,-0.123909,0.229807,181,1.35779e-07,4.56005e-08,2.03607e-06,0.0
10096,1827005,-0.589566666667,-11.2,-11.2,-14.9,-4.97053,-4.76349,-0.142069,0.247499,181,1.88404e-07,6.64333e-08,2.29733e-06,0.0
10100,1827729,-0.0014,-11.1,-12.1,-16.2,-5.47834,-5.20242,-0.192787,0.261368,181,1.45517e-07,5.67105e-08,2.33725e-06,0.0
10104,1828453,-0.0076,-11.0,-11.9,-14.8,-4.69947,-4.50464,-0.198014,0.209397,181,9.16821e-08,3.07071e-08,9.52265e-07,0.0
10108,1829177,-0.207833333333,-11.3,-12.1,-9.6,-5.14343,-4.88099,-0.222352,0.257593,181,2.03071e-07,7.21868e-08,2.03083e-06,0.0
10112,1829901,-0.0004,-10.9,-11.6,-8.5,-4.12241,-3.87894,-0.230504,0.23875,181,1.72232e-07,4.97536e-08,2.09481e-06,0.0
10116,1830625,-0.0074,-10.9,-11.3,-8.7,-4.79444,-4.61854,-0.14493,0.196643,181,1.9856e-08,8.22074e-09,1.90515e-07,0.0
10120,1831349,-0.0007,-10.0,-11.0,-6.3,-4.41358,-4.19423,-0.219907,0.215803,181,1.27173e-07,5.25777e-08,1.14525e-06,0.0
10124,1832073,-0.001,-10.6,-12.2,-12.0,-4.73259,-4.4903,-0.161481,0.241148,181,1.63119e-07,6.37225e-08,1.86888e-06,0.0
10128,1832797,-0.0001,-10.8,-12.6,-14.7,-5.19821,-4.92587,-0.194754,0.274462,181,4.72e-08,1.8953e-08,4.55105e-07,0.0
10132,1833521,-0.0001,-10.6,-12.1,-11.4,-4.34903,-4.18404,-0.147547,0.179989,181,4.34613e-08,1.69362e-08,4.6986e-07,0.0
10136,1834245,-0.248433333333,-10.8,-11.9,-9.9,-4.56793,-4.32964,-0.200586,0.239753,181,1.39052e-07,4.62505e-08,1.77868e-06,0.0
10140,1834969,-0.0158,-10.7,-11.4,-8.2,-4.70424,-4.42524,-0.259272,0.268683,181,1.7073e-07,5.73664e-08,1.83888e-06,0.0
10144,1835693,-0.0028,-10.5,-11.0,-7.7,-4.68126,-4.43841,-0.234496,0.275081,181,1.28175e-07,5.07315e-08,1.42178e-06,0.0
10148,1836417,-0.0003,-10.7,-9.3,-6.2,-4.74533,-4.50946,-0.223269,0.274808,181,2.62234e-08,1.07764e-08,1.97317e-07,0.0
